#,PSRJ,P0,P1,DM,BINARY,DIST,DIST_DM,BSURF,
978,J1649+2533,1.015257,5.59e-16,34.46,*,25.000,25.000,7.63e+11,
979,J1649-3805,0.262026,3.57e-17,214.40,*,8.900,8.900,9.79e+10,
980,J1649-3935,0.770910,3.91e-17,290.00,*,13.459,13.459,1.76e+11,
981,J1649-4349,0.870712,4.66e-17,396.00,*,4.398,4.398,2.04e+11,
982,J1649-4653,0.557036,4.96e-14,331.00,*,4.964,4.964,5.32e+12,
983,J1649-4729,0.297692,6.55e-15,540.20,*,14.322,14.322,1.41e+12,
984,J1649-5553,0.613571,1.70e-15,180.40,*,11.603,11.603,1.03e+12,
985,J1650-1654,1.749554,3.20e-15,43.03,*,1.046,1.046,2.40e+12,
986,J1650-4126,0.308918,2.00e-17,251.47,*,4.868,4.868,7.95e+10,
987,J1650-4341,0.309398,1.67e-17,672.80,*,5.341,5.341,7.27e+10,
988,J1650-4502,0.380870,1.61e-14,320.20,*,3.918,3.918,2.50e+12,
989,J1650-4601,0.127123,1.51e-14,*,*,*,*,1.40e+12,
990,J1650-4921,0.156400,1.82e-15,228.37,*,5.288,5.288,5.40e+11,
991,J1651-1709,0.973396,3.04e-15,33.60,*,0.839,0.839,1.74e+12,
992,J1651-4246,0.844081,4.83e-15,483.24,*,5.200,5.771,2.04e+12,
993,J1651-4519,0.517443,8.19e-15,562.00,*,5.061,5.061,2.08e+12,
994,J1651-5222,0.635058,1.81e-15,178.25,*,6.220,6.220,1.09e+12,
995,J1651-5255,0.890537,2.12e-15,164.00,*,5.808,5.808,1.39e+12,
996,J1651-7642,1.755312,1.36e-15,59.85,*,3.358,3.358,1.56e+12,
997,J1652+2651,0.915803,6.54e-16,40.80,*,25.000,25.000,7.83e+11,
998,J1652-1400,0.305447,1.73e-17,47.11,*,0.513,0.513,7.36e+10,
999,J1652-2404,1.703739,3.16e-15,68.41,*,3.368,3.368,2.35e+12,
1000,J1652-4406,7.707183,9.50e-15,786.00,*,5.108,5.108,8.66e+12,
1001,J1653-3838,0.305040,2.79e-15,206.52,*,5.379,5.379,9.33e+11,
1002,J1653-4030,1.019372,4.36e-16,425.00,*,17.188,17.188,6.75e+11,
1003,J1653-4105,0.498978,5.41e-17,419.40,*,14.022,14.022,1.66e+11,
1004,J1653-4249,0.612558,4.81e-15,416.10,*,4.475,4.475,1.74e+12,
1005,J1653-4315,0.419280,1.50e-17,337.00,*,4.004,4.004,8.03e+10,
1006,J1653-4854,3.059510,3.45e-15,354.00,*,15.189,15.189,3.29e+12,
1007,J1654-2713,0.791822,1.68e-16,92.31,*,4.939,4.939,3.69e+11,
1008,J1654-3710,0.939165,7.35e-16,302.00,*,19.007,19.007,8.41e+11,
1009,J1654-4140,1.273945,1.30e-16,307.00,*,4.645,4.645,4.12e+11,
1010,J1654-4245,1.101555,5.12e-14,950.00,*,10.612,10.612,7.60e+12,
1011,J1655-3048,0.542936,3.66e-17,154.50,*,10.704,10.704,1.43e+11,
1012,J1655-3844,1.193439,2.00e-15,365.00,*,19.040,19.040,1.56e+12,
1013,J1656+6203,0.776155,8.44e-16,35.26,*,25.000,25.000,8.19e+11,
1014,J1656-3621,0.730134,1.29e-15,228.08,*,10.634,10.634,9.81e+11,
1015,J1657+3304,1.570276,1.73e-15,23.97,*,2.353,2.353,1.67e+12,
1016,J1657-4432,0.609613,8.33e-15,375.38,*,4.558,4.558,2.28e+12,
1017,J1658+3630,0.033028,1.16e-19,3.04,ELL1,0.223,0.223,1.98e+09,
1018,J1658-4306,1.166449,4.28e-14,845.00,*,5.254,5.254,7.15e+12,
1019,J1658-4958,0.416876,3.85e-15,192.41,*,6.045,6.045,1.28e+12,
1020,J1659-1305,0.640958,6.18e-16,60.37,*,0.484,0.484,6.37e+11,
1021,J1659-4316,0.474381,1.71e-16,641.00,*,4.986,4.986,2.88e+11,
1022,J1659-4439,0.353293,2.75e-17,536.32,*,12.712,12.712,9.97e+10,
1023,J1700-0954,0.817312,7.52e-16,64.10,*,0.217,0.217,7.93e+11,
1024,J1700-3312,1.358311,4.71e-15,166.66,*,7.348,7.348,2.56e+12,
1025,J1700-3611,1.494091,4.32e-15,232.70,*,9.288,9.288,2.57e+12,
1026,J1700-3919,0.560504,5.03e-18,354.30,*,11.632,11.632,5.37e+10,
1027,J1700-4012,0.283792,9.91e-17,385.00,*,6.704,6.704,1.70e+11,
1028,J1700-4422,0.755535,4.00e-17,404.90,*,6.366,6.366,1.76e+11,
1029,J1700-4939,0.578363,1.08e-15,278.00,*,15.416,15.416,7.99e+11,
1030,J1701-3130,0.291341,5.60e-17,130.73,*,5.251,5.251,1.29e+11,
1031,J1701-3726,2.454618,1.11e-14,303.40,*,12.949,12.949,5.29e+12,
1032,J1701-4533,0.322909,5.19e-16,526.86,*,19.597,19.597,4.14e+11,
1033,J1701-4958,0.804304,1.10e-16,230.00,*,10.824,10.824,3.01e+11,
1034,J1702-3932,0.390328,3.78e-16,530.00,*,15.193,15.193,3.89e+11,
1035,J1702-4128,0.182136,5.23e-14,365.75,*,3.967,3.967,3.12e+12,
1036,J1702-4217,0.227565,1.14e-17,629.00,*,4.715,4.715,5.15e+10,
1037,J1702-4306,0.215508,9.78e-15,538.40,*,5.046,5.046,1.47e+12,
1038,J1702-4310,0.240524,2.24e-13,377.60,*,4.327,4.327,7.42e+12,
1039,J1702-4428,2.123506,3.30e-15,395.00,*,11.153,11.153,2.68e+12,
1040,J1703-1846,0.804343,1.73e-15,49.63,*,2.800,1.693,1.19e+12,
1041,J1703-3241,1.211785,6.60e-16,110.31,*,3.160,3.160,9.05e+11,
1042,J1703-4442,1.747293,1.43e-14,280.20,*,5.224,5.224,5.06e+12,
1043,J1703-4851,1.396405,5.07e-15,149.65,*,4.076,4.076,2.69e+12,
1044,J1704-3756,0.305234,1.13e-14,405.70,*,15.250,15.250,1.88e+12,
1045,J1704-5236,0.230709,5.06e-17,163.76,*,8.696,8.696,1.09e+11,
1046,J1704-6016,0.306323,9.10e-16,54.00,*,1.589,1.589,5.34e+11,
1047,J1705-1906,0.298991,4.14e-15,22.91,*,0.747,0.747,1.13e+12,
1048,J1705-3423,0.255427,1.08e-15,146.15,*,3.831,3.831,5.30e+11,
1049,J1705-3936,0.854482,1.93e-14,598.00,*,9.695,9.695,4.11e+12,
1050,J1705-3950,0.318979,6.08e-14,207.25,*,3.424,3.424,4.46e+12,
1051,J1705-4108,0.861067,3.47e-14,1077.00,*,5.969,5.969,5.53e+12,
1052,J1705-4331,0.222561,7.23e-17,185.22,*,3.441,3.441,1.28e+11,
1053,J1705-6135,0.808546,6.00e-17,95.00,*,5.577,5.577,2.23e+11,
1054,J1706-3839,0.586287,3.00e-15,626.00,*,17.642,17.642,1.34e+12,
1055,J1706-4310,0.616979,6.51e-15,656.10,*,17.546,17.546,2.03e+12,
1056,J1706-4434,0.429922,2.58e-15,467.00,*,19.449,19.449,1.07e+12,
1057,J1706-6118,0.361921,2.92e-16,76.13,*,3.394,3.394,3.29e+11,
1058,J1707-4053,0.581018,1.92e-15,351.78,*,4.000,3.887,1.07e+12,
1059,J1707-4341,0.890598,5.69e-15,398.39,*,13.019,13.019,2.28e+12,
1060,J1707-4417,5.763777,1.16e-14,380.00,*,14.055,14.055,8.29e+12,
1061,J1707-4729,0.266475,1.56e-15,268.39,*,12.836,12.836,6.52e+11,
1062,J1708-3426,0.692116,4.21e-15,188.70,*,4.638,4.638,1.73e+12,
1063,J1708-3641,0.587567,1.35e-16,316.00,*,11.312,11.312,2.85e+11,
1064,J1708-3827,1.225782,8.60e-15,788.00,*,20.597,20.597,3.29e+12,
1065,J1708-4008,11.006262,1.96e-11,*,*,3.800,*,4.70e+14,
1066,J1708-4522,1.297837,2.61e-15,454.00,*,23.090,23.090,1.86e+12,
1067,J1708-7539,1.191024,1.88e-15,37.00,*,1.322,1.322,1.51e+12,
1068,J1709-1640,0.653061,6.31e-15,24.89,*,0.562,0.562,2.05e+12,
1069,J1709-3626,0.447859,2.27e-15,394.00,*,16.109,16.109,1.02e+12,
1070,J1709-3841,0.586986,7.86e-15,356.00,*,4.300,4.300,2.17e+12,
1071,J1709-4342,1.735898,8.00e-16,281.00,*,6.449,6.449,1.19e+12,
1072,J1709-4401,0.865238,7.38e-15,226.03,*,4.600,4.600,2.56e+12,
1073,J1709-4429,0.102533,9.31e-14,75.58,*,2.600,2.272,3.13e+12,
1074,J1710-2616,0.954158,2.00e-17,110.00,*,5.200,5.200,1.40e+11,
1075,J1710-4148,0.286561,1.02e-16,461.00,*,7.200,7.200,1.73e+11,
1076,J1711-1509,0.868805,1.10e-15,59.82,*,1.081,1.081,9.90e+11,
1077,J1711-3826,0.465365,7.41e-15,376.00,*,4.146,4.146,1.88e+12,
1078,J1711-4322,0.102618,2.67e-17,191.50,ELL1,3.986,3.986,5.29e+10,
1079,J1711-5350,0.899233,1.55e-14,106.10,*,4.498,4.498,3.78e+12,
1080,J1712-2715,0.255360,1.28e-15,91.78,*,3.118,3.118,5.78e+11,
1081,J1713+7810,0.432526,1.14e-16,36.98,*,4.580,4.580,2.25e+11,
1082,J1713-3844,1.600114,1.77e-13,544.00,*,4.426,4.426,1.70e+13,
1083,J1714-1054,2.088836,1.77e-16,51.50,*,0.215,0.215,6.15e+11,
1084,J1714-3810,3.824936,5.88e-11,*,*,13.200,*,4.80e+14,
1085,J1715-3247,1.260214,9.20e-17,164.00,*,4.047,4.047,3.45e+11,
1086,J1715-3700,0.779628,1.46e-16,449.00,*,5.011,5.011,3.41e+11,
1087,J1715-3859,0.928108,4.40e-15,806.20,*,5.158,5.158,2.04e+12,
1088,J1715-3903,0.278494,3.74e-14,314.00,*,3.737,3.737,3.27e+12,
1089,J1715-4034,2.072155,3.03e-15,254.00,*,3.917,3.917,2.54e+12,
1090,J1715-4254,0.573745,8.76e-16,407.00,*,18.769,18.769,7.17e+11,
1091,J1716-3720,0.630314,1.80e-14,682.70,*,5.373,5.373,3.41e+12,
1092,J1716-4005,0.311813,2.87e-15,435.00,*,5.417,5.417,9.57e+11,
1093,J1716-4111,1.036067,2.88e-15,245.80,*,4.387,4.387,1.75e+12,
1094,J1716-4711,0.555825,8.33e-16,287.01,*,21.909,21.909,6.89e+11,
1095,J1717-3425,0.656299,9.80e-15,583.46,*,25.000,25.000,2.57e+12,
1096,J1717-3737,0.682419,5.29e-15,522.70,*,4.334,4.334,1.92e+12,
1097,J1717-3847,1.149499,8.20e-16,707.00,*,5.012,5.012,9.82e+11,
1098,J1717-3953,1.085521,3.30e-17,466.00,*,6.535,6.535,1.92e+11,
1099,J1717-4043,0.397857,1.22e-14,452.60,*,14.244,14.244,2.23e+12,
1100,J1717-40435,0.349929,1.75e-15,539.00,*,16.632,16.632,7.92e+11,
1101,J1717-4054,0.887719,3.70e-15,306.90,*,7.287,7.287,1.83e+12,
1102,J1717-5800,0.321793,1.92e-16,125.31,*,11.224,11.224,2.51e+11,
1103,J1718-3714,1.289379,2.62e-14,833.00,*,5.325,5.325,5.88e+12,
1104,J1718-3718,3.378574,1.61e-12,371.10,*,3.918,3.918,7.47e+13,
1105,J1718-3825,0.074675,1.32e-14,247.46,*,3.488,3.488,1.00e+12,
1106,J1718-4539,0.590473,7.51e-15,254.00,*,13.805,13.805,2.13e+12,
1107,J1719-2330,0.453993,2.19e-15,101.00,*,4.274,4.274,1.01e+12,
1108,J1719-3458,0.493775,1.49e-17,530.00,*,16.427,16.427,8.68e+10,
1109,J1719-4006,0.189094,1.67e-15,386.12,*,9.790,9.790,5.68e+11,
1110,J1719-4302,0.235475,3.92e-16,298.06,*,13.472,13.472,3.07e+11,
1111,J1720+2150,1.615664,7.40e-16,40.72,*,5.583,5.583,1.11e+12,
1112,J1720-0212,0.477715,8.28e-17,66.98,*,2.461,2.461,2.01e+11,
1113,J1720-1633,1.565606,5.80e-15,45.06,*,0.993,0.993,3.05e+12,
1114,J1720-2446,0.874265,5.93e-16,104.30,*,3.877,3.877,7.29e+11,
1115,J1720-2933,0.620449,7.46e-16,42.74,*,1.098,1.098,6.88e+11,
1116,J1720-3659,0.351125,3.27e-17,378.97,*,3.909,3.909,1.08e+11,
1117,J1721-0855,2.181327,3.14e-15,46.90,*,0.200,0.200,2.65e+12,
1118,J1721-1936,1.004037,1.62e-15,75.70,ELL1,8.000,3.070,1.29e+12,
1119,J1721-1939,0.404040,1.28e-16,103.00,*,5.621,5.621,2.30e+11,
1120,J1721-3532,0.280424,2.52e-14,496.82,*,4.600,4.700,2.69e+12,
1121,J1722-3207,0.477158,6.45e-16,126.09,*,2.929,2.929,5.61e+11,
1122,J1722-3632,0.399187,4.47e-15,415.79,*,3.991,3.991,1.35e+12,
1123,J1722-3712,0.236180,1.09e-14,99.44,*,2.476,2.476,1.62e+12,
1124,J1722-4400,0.218554,3.74e-16,219.30,*,9.067,9.067,2.89e+11,
1125,J1723-2852,0.625034,9.00e-16,172.00,*,4.767,4.767,7.59e+11,
1126,J1723-3659,0.202725,8.03e-15,254.58,*,3.497,3.497,1.29e+12,
1127,J1724-3149,0.948237,7.25e-15,400.80,*,17.899,17.899,2.65e+12,
1128,J1724-3505,1.221708,2.11e-14,875.00,*,6.769,6.769,5.14e+12,
1129,J1724-4500,1.309109,3.51e-15,182.00,*,7.365,7.365,2.17e+12,
1130,J1725-0732,0.239919,4.30e-16,58.72,*,0.203,0.203,3.25e+11,
1131,J1725-2852,1.257788,1.99e-15,161.00,*,4.251,4.251,1.60e+12,
1132,J1725-3546,1.032471,1.50e-14,738.30,*,4.784,4.784,3.98e+12,
1133,J1725-3848,2.062386,2.30e-14,230.00,*,4.142,4.142,6.97e+12,
1134,J1725-4043,1.465071,2.79e-15,203.00,*,4.465,4.465,2.05e+12,
1135,J1726-3530,1.110132,1.22e-12,718.00,*,4.722,4.722,3.72e+13,
1136,J1726-3635,0.287432,1.44e-15,539.20,*,4.847,4.847,6.51e+11,
1137,J1726-4006,0.882778,3.33e-15,277.00,*,9.403,9.403,1.73e+12,
1138,J1727-2739,1.293100,1.07e-15,146.00,*,3.959,3.959,1.19e+12,
1139,J1728-0007,0.386004,1.12e-15,41.09,*,1.458,1.458,6.66e+11,
1140,J1728-3733,0.615538,7.20e-17,281.50,*,4.557,4.557,2.13e+11,
1141,J1728-4028,0.866343,2.33e-16,231.00,*,6.905,6.905,4.54e+11,
1142,J1729-2117,0.066293,1.72e-19,34.22,*,0.969,0.969,3.42e+09,
1143,J1730-2900,1.538427,8.85e-15,289.00,*,12.055,12.055,3.73e+12,
1144,J1730-3350,0.139506,8.41e-14,261.29,*,3.487,3.487,3.47e+12,
1145,J1730-3353,3.270242,2.20e-14,256.00,*,3.460,3.460,8.57e+12,
1146,J1731-3123,0.753048,1.68e-15,354.50,*,7.280,7.280,1.14e+12,
1147,J1731-3322,0.544671,2.81e-14,877.40,*,5.550,5.550,3.96e+12,
1148,J1731-4744,0.829946,1.64e-13,123.06,*,0.700,5.519,1.18e+13,
1149,J1732-1930,0.483770,1.82e-16,72.43,*,2.634,2.634,3.00e+11,
1150,J1732-3131,0.196543,2.80e-14,15.40,*,0.641,0.641,2.38e+12,
1151,J1732-3426,0.332887,4.02e-16,513.50,*,4.333,4.333,3.70e+11,
1152,J1732-3729,2.184001,1.30e-15,317.00,*,10.939,10.939,1.71e+12,
1153,J1732-4128,0.627981,1.28e-14,195.30,*,7.234,7.234,2.87e+12,
1154,J1732-4156,0.323434,6.61e-16,228.70,*,11.527,11.527,4.68e+11,
1155,J1733-2228,0.871683,4.27e-17,41.14,*,1.105,1.105,1.95e+11,
1156,J1733-2533,0.659794,2.10e-15,242.00,*,12.040,12.040,1.19e+12,
1157,J1733-2837,0.768185,1.11e-15,225.00,*,4.740,4.740,9.33e+11,
1158,J1733-3030,0.362052,1.65e-15,636.00,*,20.610,20.610,7.82e+11,
1159,J1733-3322,1.245915,4.10e-15,524.00,*,4.238,4.238,2.29e+12,
1160,J1733-3716,0.337600,1.50e-14,153.33,*,3.152,3.152,2.28e+12,
1161,J1733-4005,0.561781,3.65e-15,317.58,*,19.196,19.196,1.45e+12,
1162,J1733-5515,1.011234,4.00e-16,83.90,*,4.217,4.217,6.44e+11,
1163,J1734-0212,0.839394,4.21e-16,65.05,*,1.798,1.798,6.02e+11,
1164,J1734-2415,0.612524,1.05e-15,126.30,*,3.435,3.435,8.12e+11,
1165,J1734-2859,0.301456,8.00e-18,313.90,*,11.354,11.354,4.97e+10,
1166,J1734-3058,0.541286,1.62e-17,260.00,*,3.744,3.744,9.48e+10,
1167,J1734-3333,1.169341,2.28e-12,578.00,*,4.461,4.461,5.22e+13,
1168,J1735+6320,0.510718,3.23e-16,41.85,*,25.000,25.000,4.11e+11,
1169,J1735-0243,0.782887,6.32e-16,54.90,*,0.991,0.991,7.12e+11,
1170,J1735-0724,0.419335,1.21e-15,73.51,*,6.400,0.213,7.22e+11,
1171,J1735-3258,0.350972,2.60e-14,758.00,*,4.975,4.975,3.06e+12,
1172,J1736-2457,2.642223,3.43e-15,169.40,*,4.483,4.483,3.05e+12,
1173,J1736-2819,1.592419,1.49e-14,261.00,*,6.011,6.011,4.93e+12,
1174,J1736-2843,6.445036,3.00e-14,331.00,*,10.419,10.419,1.41e+13,
1175,J1736-3422,0.347222,6.56e-14,*,*,*,*,4.83e+12,
1176,J1736-3511,0.502803,1.57e-15,106.00,*,2.626,2.626,8.99e+11,
1177,J1737-3102,0.768672,3.73e-14,280.00,*,3.602,3.602,5.42e+12,
1178,J1737-3137,0.450432,1.39e-13,488.10,*,4.162,4.162,8.00e+12,
1179,J1737-3320,0.816273,2.25e-15,804.00,*,13.381,13.381,1.37e+12,
1180,J1737-3555,0.397591,6.12e-15,89.17,*,2.485,2.485,1.58e+12,
1181,J1738-2330,1.978847,8.56e-15,96.60,*,2.832,2.832,4.16e+12,
1182,J1738-2647,0.349591,3.15e-15,182.20,*,4.127,4.127,1.06e+12,
1183,J1738-2736,0.627716,4.62e-15,323.60,*,11.989,11.989,1.72e+12,
1184,J1738-2955,0.443425,8.20e-14,223.40,*,3.460,3.460,6.10e+12,
1185,J1738-3107,0.549498,2.96e-16,721.70,*,4.790,4.790,4.08e+11,
1186,J1738-3211,0.768500,7.95e-16,49.52,*,1.264,1.264,7.91e+11,
1187,J1738-3316,0.730373,8.86e-17,273.00,*,3.755,3.755,2.57e+11,
1188,J1739+0612,0.234169,1.50e-16,95.36,*,25.000,25.000,1.90e+11,
1189,J1739-1313,1.215698,8.12e-17,58.19,*,0.735,0.735,3.18e+11,
1190,J1739-2521,1.818461,2.40e-16,186.40,*,4.411,4.411,6.69e+11,
1191,J1739-2903,0.322889,7.88e-15,138.67,*,2.912,2.912,1.61e+12,
1192,J1739-3023,0.114372,1.14e-14,170.50,*,3.074,3.074,1.16e+12,
1193,J1739-3049,0.239317,2.18e-15,573.00,*,4.380,4.380,7.31e+11,
1194,J1739-3131,0.529441,1.86e-14,596.90,*,4.404,4.404,3.17e+12,
1195,J1739-3159,0.877561,1.97e-16,337.00,*,3.794,3.794,4.21e+11,
1196,J1739-3951,0.341772,1.99e-17,24.60,*,0.784,0.784,8.34e+10,
1197,J1740+1000,0.154101,2.13e-14,23.80,*,1.225,1.225,1.83e+12,
1198,J1740+1311,0.803052,1.45e-15,48.67,*,4.113,4.113,1.09e+12,
1199,J1740-2540,1.692656,1.85e-15,333.00,*,15.058,15.058,1.79e+12,
1200,J1740-3015,0.606887,4.66e-13,151.90,*,0.400,2.943,1.70e+13,
1201,J1740-3052,0.570313,2.55e-14,738.80,MSS,4.748,4.748,3.86e+12,
1202,J1740-3327,0.515001,3.90e-15,274.10,*,4.192,4.192,1.43e+12,
1203,J1741+2758,1.360738,1.84e-15,29.14,*,2.522,2.522,1.60e+12,
1204,J1741+3855,0.828861,2.06e-16,47.22,*,25.000,25.000,4.18e+11,
1205,J1741-0840,2.043085,2.27e-15,75.25,*,3.300,0.222,2.18e+12,
1206,J1741-2019,3.904506,1.63e-14,74.90,*,2.553,2.553,8.06e+12,
1207,J1741-2054,0.413700,1.70e-14,4.70,*,0.300,0.273,2.68e+12,
1208,J1741-2152,2.565552,1.28e-15,154.70,*,4.558,4.558,1.83e+12,
1209,J1741-2719,0.346797,8.06e-17,361.90,*,11.557,11.557,1.69e+11,
1210,J1741-2733,0.892959,1.48e-16,147.40,*,3.055,3.055,3.67e+11,
1211,J1741-2945,0.223558,6.34e-16,310.30,*,3.714,3.714,3.81e+11,
1212,J1741-3016,1.893749,8.99e-15,382.00,*,3.870,3.870,4.18e+12,
1213,J1741-3927,0.512212,1.71e-15,158.31,*,4.612,4.612,9.48e+11,
1214,J1742-0203,0.131610,1.49e-16,81.89,*,3.669,3.669,1.42e+11,
1215,J1742-0559,0.918179,6.25e-16,98.23,*,0.952,0.952,7.66e+11,
1216,J1742-3321,0.143266,1.27e-15,*,*,*,*,4.31e+11,
1217,J1742-3957,1.016349,8.16e-17,220.00,*,12.006,12.006,2.91e+11,
1218,J1742-4616,0.412401,3.60e-17,115.78,*,5.670,5.670,1.23e+11,
1219,J1743-0339,0.444646,1.56e-15,30.21,*,0.200,0.200,8.42e+11,
1220,J1743-1351,0.405337,4.82e-16,116.30,*,3.476,3.476,4.47e+11,
1221,J1743-2442,1.242508,4.72e-16,239.00,*,6.494,6.494,7.75e+11,
1222,J1743-3150,2.414652,1.21e-13,192.19,*,3.326,3.326,1.73e+13,
1223,J1743-3153,0.193113,1.06e-14,507.14,*,8.977,8.977,1.45e+12,
1224,J1743-4212,0.306168,7.94e-16,132.14,*,5.028,5.028,4.99e+11,
1225,J1744-1610,1.757206,2.38e-15,66.67,*,1.923,1.923,2.07e+12,
1226,J1744-2335,1.683507,8.33e-16,96.66,*,2.723,2.723,1.20e+12,
1227,J1744-3130,1.066076,2.12e-14,193.31,*,3.309,3.309,4.81e+12,
1228,J1744-3922,0.172444,1.55e-18,148.10,ELL1,4.541,4.541,1.65e+10,
1229,J1744-5337,0.355666,1.73e-16,109.70,*,8.980,8.980,2.51e+11,
1230,J1745+1252,1.059849,5.63e-16,66.14,*,11.073,11.073,7.82e+11,
1231,J1745-0059,0.679516,4.34e-16,68.63,*,3.274,3.274,5.50e+11,
1232,J1745-0129,1.045407,6.31e-16,89.30,*,5.495,5.495,8.22e+11,
1233,J1745-2229,1.160593,2.86e-15,299.00,*,15.563,15.563,1.84e+12,
1234,J1745-2758,0.487528,4.42e-18,422.00,*,4.123,4.123,4.70e+10,
1235,J1745-2900,3.763733,1.76e-11,1778.00,*,8.300,8.289,2.60e+14,
1236,J1745-3040,0.367438,1.07e-14,88.37,*,0.200,2.338,2.00e+12,
1237,J1745-3812,0.698353,2.43e-15,163.60,*,5.034,5.034,1.32e+12,
1238,J1746+2245,3.465038,4.92e-15,49.85,*,6.832,6.832,4.18e+12,
1239,J1746+2540,1.058148,1.05e-15,51.20,*,25.000,25.000,1.07e+12,
1240,J1746-0156,1.829047,1.77e-15,92.94,*,5.212,5.212,1.82e+12,
1241,J1746-2829,1.888929,1.30e-12,1309.00,*,8.235,8.235,5.01e+13,
1242,J1746-2849,1.478480,1.27e-14,1456.00,*,8.193,8.193,4.38e+12,
1243,J1746-2850,1.077101,1.34e-12,962.70,*,5.485,5.485,3.85e+13,
1244,J1746-2856,0.945224,1.25e-14,1168.00,*,8.142,8.142,3.48e+12,
1245,J1746-3239,0.199541,6.56e-15,*,*,*,*,1.16e+12,
1246,J1747-1030,1.578793,4.30e-16,128.00,*,2.511,2.511,8.34e+11,
1247,J1747-2647,0.500254,1.32e-14,570.00,*,6.136,6.136,2.60e+12,
1248,J1747-2802,2.780079,2.37e-15,835.00,*,5.149,5.149,2.59e+12,
1249,J1747-2809,0.052153,1.56e-13,1133.00,*,8.141,8.141,2.88e+12,
1250,J1747-2958,0.098814,6.13e-14,101.50,*,2.520,2.520,2.49e+12,
1251,J1748-1300,0.394134,1.21e-15,99.36,*,2.411,2.411,7.00e+11,
1252,J1748-2021A,0.288603,3.99e-16,219.40,*,8.200,8.551,3.44e+11,
1253,J1748-2444,0.442838,1.11e-16,207.33,*,3.841,3.841,2.25e+11,
1254,J1748-2815,0.100200,3.53e-15,*,*,*,*,6.02e+11,
1255,J1749+5952,0.436041,1.52e-16,45.07,*,25.000,25.000,2.60e+11,
1256,J1749-2146,2.714556,7.08e-15,260.00,*,9.601,9.601,4.44e+12,
1257,J1749-2347,0.874486,2.42e-15,344.00,*,12.645,12.645,1.47e+12,
1258,J1749-2629,1.335388,1.72e-15,409.00,*,4.196,4.196,1.53e+12,
1259,J1749-3002,0.609874,7.87e-15,509.40,*,12.803,12.803,2.22e+12,
1260,J1749-4931,0.445822,5.90e-16,55.30,*,1.980,1.980,5.19e+11,
1261,J1749-5417,0.307577,1.50e-16,69.00,*,3.279,3.279,2.17e+11,
1262,J1749-5605,1.332310,2.12e-15,58.00,*,2.493,2.493,1.70e+12,
1263,J1750-2043,5.639047,7.95e-15,239.00,*,8.838,8.838,6.78e+12,
1264,J1750-2438,0.712794,1.08e-14,476.00,*,12.848,12.848,2.81e+12,
1265,J1750-2444,0.899377,2.64e-16,331.00,*,4.860,4.860,4.93e+11,
1266,J1750-28,1.300513,5.78e-15,388.00,*,4.069,4.069,2.77e+12,
1267,J1750-3157,0.910363,1.97e-16,205.97,*,4.335,4.335,4.28e+11,
1268,J1750-3503,0.684014,3.65e-17,189.35,*,5.865,5.865,1.60e+11,
1269,J1750-3703A,0.111601,5.66e-18,233.82,BT,12.730,13.526,2.54e+10,
1270,J1751-0542,2.001384,2.30e-16,63.90,*,0.552,0.552,6.87e+11,
1271,J1751-2516,0.394836,2.64e-15,556.00,*,5.182,5.182,1.03e+12,
1272,J1751-3323,0.548231,8.87e-15,295.54,*,14.170,14.170,2.23e+12,
1273,J1751-4657,0.742354,1.30e-15,20.59,*,0.742,0.742,9.93e+11,
1274,J1752+2359,0.409051,6.43e-16,36.20,*,3.031,3.031,5.19e+11,
1275,J1752-2410,0.191037,6.18e-16,508.30,*,12.402,12.402,3.48e+11,
1276,J1752-2806,0.562567,8.13e-15,50.32,*,0.200,1.333,2.16e+12,
1277,J1752-2821,0.640229,3.47e-15,516.30,*,5.440,5.440,1.51e+12,
1278,J1753-1914,0.062955,2.02e-18,105.30,*,2.915,2.915,1.14e+10,
1279,J1753-2240,0.095138,9.70e-19,158.60,BT,3.232,3.232,9.72e+09,
1280,J1753-2501,0.528336,1.41e-14,672.00,*,5.287,5.287,2.76e+12,
1281,J1754+5201,2.391397,1.56e-15,35.01,*,6.300,4.173,1.96e+12,
1282,J1754-2422,2.090248,8.30e-16,738.00,*,11.096,11.096,1.33e+12,
1283,J1754-3014,1.320490,4.43e-15,89.70,*,2.520,2.520,2.45e+12,
1284,J1754-3443,0.361691,5.73e-16,188.17,*,7.144,7.144,4.61e+11,
1285,J1754-3510,0.392704,7.81e-16,81.75,*,2.565,2.565,5.61e+11,
1286,J1755-0903,0.190710,7.81e-16,63.67,*,0.235,0.235,3.91e+11,
1287,J1755-1650,0.733744,6.86e-16,159.90,*,4.617,4.617,7.18e+11,
1288,J1755-2025,0.322231,4.42e-15,364.30,*,15.975,15.975,1.21e+12,
1289,J1755-2521,1.175968,9.02e-14,252.00,*,3.444,3.444,1.04e+13,
1290,J1755-25211,1.004513,3.12e-14,835.00,*,5.055,5.055,5.67e+12,
1291,J1755-2534,0.233541,1.12e-14,590.00,*,4.398,4.398,1.64e+12,
1292,J1755-2550,0.315196,2.43e-15,750.90,DD,4.891,4.891,8.86e+11,
1293,J1755-26,0.430872,1.23e-14,405.00,*,3.946,3.946,2.33e+12,
1294,J1755-2725,0.261955,1.37e-17,115.10,*,2.704,2.704,6.07e+10,
1295,J1756+1822,0.744001,5.13e-16,70.80,*,25.000,25.000,6.25e+11,
